Plampa23756	K01803
Plampa91111	K01802
Plampa109968	K02113
Plampa17423	K01624
Plampa14220	K17406
Plampa22835	K09624
Plampa68575	K05925
Plampa123608	K10408
Plampa71268	K07497
Plampa267137	K04771
Plampa4004	K19601
Plampa61037	K12460
Plampa117918	K02866
Plampa226384	K24255
Plampa349441	K09223
Plampa61806	K00382
Plampa48513	K13800
Plampa119976	K06115
Plampa37238	K01674
Plampa165828	K06238
Plampa865	K09667
Plampa210500	K03018
Plampa257618	K07238
Plampa81641	K20301
Plampa83368	K23506
Plampa192327	K04728
Plampa41083	K10960
Plampa6671	K03260
Plampa2809	K16892
Plampa18037	K24200
Plampa125729	K03255
Plampa242045	K17817
Plampa225706	K02877
Plampa1755	K02133
Plampa5520	K15166
Plampa272692	K07494
Plampa23651	K14310
Plampa14173	K24047
Plampa11022	K08076
Plampa51886	K03175
Plampa53825	K18438
Plampa164489	K15437
Plampa176517	K17732
Plampa375406	K04506
Plampa143996	K01081
Plampa85916	K13412
Plampa345171	K14400
Plampa355936	K00326
Plampa135280	K24369
Plampa12209	K16484
Plampa15017	K00572
Plampa6235	K18182
Plampa3193	K01276
Plampa214412	K24070
Plampa175458	K05756
Plampa361573	K08798
Plampa33735	K24419
Plampa53291	K10645
Plampa212868	K14616
Plampa143868	K01358
Plampa39734	K07511
Plampa302852	K01880
Plampa79560	K12191
Plampa209972	K10739
Plampa120711	K20772
Plampa306167	K08287
Plampa329114	K24175
Plampa112933	K19347
Plampa361	K08781
Plampa192217	K07390
Plampa289491	K14950
Plampa164621	K00415
Plampa348882	K03004
Plampa4	K12843
Plampa24144	K11262
Plampa30084	K05658
Plampa266977	K01915
Plampa91260	K11978
Plampa99973	K12236
Plampa37610	K17907
Plampa20488	K00022
Plampa621	K08042
Plampa98186	K00693
Plampa164503	K16672
Plampa800	K16196
Plampa47305	K09180
Plampa175341	K13421
Plampa2357	K13117
Plampa96331	K08496
Plampa138925	K01204
Plampa209767	K02997
Plampa53984	K02900
Plampa57533	K11841
Plampa348580	K25380
Plampa133925	K06255
Plampa7798	K08872
Plampa7677	K08496
Plampa372930	K00163
Plampa47791	K05754
Plampa58794	K01903
Plampa717	K15633
Plampa365267	K02872
Plampa143021	K13111
Plampa10144	K00671
Plampa349671	K12476
Plampa249396	K11844
Plampa98765	K04560
Plampa2421	K17536
Plampa83076	K00789
Plampa139119	K20032
Plampa259508	K21890
Plampa131916	K12132
Plampa2611	K11829
Plampa58248	K03635
Plampa1532	K05665
Plampa3147	K14766
Plampa74943	K07527
Plampa145000	K01953
Plampa53042	K02641
Plampa12602	K05633
Plampa115667	K01623
Plampa90870	K02146
Plampa8731	K06095
Plampa312180	K01052
Plampa180640	K07126
Plampa84944	K13412
Plampa50704	K11426
Plampa122997	K01696
Plampa72567	K05695
Plampa263044	K03083
Plampa82627	K11649
Plampa210293	K02959
Plampa72327	K03798
Plampa14592	K18760
Plampa61630	K03454
Plampa68312	K08585
Plampa220652	K03946
Plampa211866	K14404
Plampa321380	K10357
Plampa215639	K13181
Plampa336588	K01885
Plampa1363	K05627
Plampa212710	K02956
Plampa312540	K00218
Plampa176348	K11353
Plampa38603	K11970
Plampa5838	K09048
Plampa57223	K07203
Plampa32689	K13504
Plampa7524	K02149
Plampa196225	K03064
Plampa179416	K11515
Plampa54310	K02699
Plampa128960	K14498
Plampa314616	K01315
Plampa66886	K12316
Plampa165811	K01679
Plampa5535	K04460
Plampa57162	K12666
Plampa91377	K07497
Plampa11255	K06694
Plampa349075	K23488
Plampa843	K14427
Plampa359274	K06227
Plampa5641	K07497
Plampa64206	K20071
Plampa3902	K12813
Plampa12211	K24759
Plampa4916	K21763
Plampa20797	K05695
Plampa49837	K07874
Plampa32123	K10380
Plampa4156	K10415
Plampa4164	K12021
Plampa100787	K14569
Plampa18677	K13780
Plampa80303	K13140
Plampa263263	K08910
Plampa11158	K02540
Plampa116	K05695
Plampa20366	K09574
Plampa20023	K00423
Plampa59175	K13982
Plampa173847	K01897
Plampa8849	K05695
Plampa18894	K05759
Plampa3116	K09527
Plampa222908	K08794
Plampa25857	K05695
Plampa4553	K04422
Plampa311408	K02604
Plampa212876	K04079
Plampa64241	K06943
Plampa50057	K20995
Plampa318111	K15100
Plampa14321	K05110
Plampa121296	K15102
Plampa258431	K21890
Plampa6114	K20251
Plampa129640	K11338
Plampa306911	K01726
Plampa100400	K04079
Plampa303938	K00942
Plampa51005	K05695
Plampa305279	K05349
Plampa181207	K02035
Plampa48985	K07497
Plampa357977	K01872
Plampa28786	K19179
Plampa164921	K10357
Plampa34414	K16296
Plampa6294	K12666
Plampa5196	K01432
Plampa217250	K11669
Plampa129161	K03106
Plampa355294	K02966
Plampa4237	K23295
Plampa3373	K18086
Plampa38598	K03032
Plampa78526	K07375
Plampa103219	K01662
Plampa217184	K14637
Plampa236082	K08232
Plampa20001	K02949
Plampa16378	K02987
Plampa4246	K09272
Plampa235345	K15127
Plampa326997	K01803
Plampa272875	K08796
Plampa11655	K03234
Plampa174082	K01365
Plampa98126	K13515
Plampa51928	K03934
Plampa11061	K18398
Plampa30187	K01379
Plampa24641	K00699
Plampa91452	K05658
Plampa7000	K02882
Plampa42957	K01312
Plampa24035	K10649
Plampa277921	K14857
Plampa303927	K01183
Plampa347296	K01278
Plampa228789	K04559
Plampa86297	K03231
Plampa314794	K09577
Plampa347237	K24419
Plampa14271	K12345
Plampa1733	K17307
Plampa18965	K07055
Plampa11078	K06176
Plampa261304	K15040
Plampa35092	K07497
Plampa7851	K01900
Plampa39048	K13348
Plampa352594	K02906
Plampa257740	K12385
Plampa348434	K15692
Plampa209237	K16264
Plampa87707	K13507
Plampa272963	K07515
Plampa265721	K01759
Plampa4228	K20689
Plampa51313	K03654
Plampa211718	K11426
Plampa3505	K03030
Plampa233287	K06030
Plampa303355	K09383
Plampa168847	K12472
Plampa117495	K15198
Plampa111219	K04711
Plampa216848	K14454
Plampa12470	K09848
Plampa136186	K23341
Plampa215886	K14713
Plampa5309	K05126
Plampa98041	K03362
Plampa133594	K11262
Plampa26079	K00908
Plampa315676	K17582
Plampa129971	K09494
Plampa165122	K03234
Plampa24284	K16896
Plampa271680	K09553
Plampa167673	K03526
Plampa99015	K08794
Plampa49096	K03877
Plampa284652	K10410
Plampa315073	K01892
Plampa4348	K18024
Plampa92435	K03686
Plampa79072	K11653
Plampa212917	K03782
Plampa178839	K18443
Plampa361731	K03695
Plampa317123	K04371
Plampa7756	K09233
Plampa304890	K16743
Plampa169065	K01342
Plampa3202	K09582
Plampa223123	K02183
Plampa264016	K23541
Plampa344924	K01251
Plampa215196	K03671
Plampa171638	K12820
Plampa57147	K00280
Plampa74874	K08910
Plampa269110	K08863
Plampa91483	K15441
Plampa128985	K12667
Plampa936	K02148
Plampa48357	K00488
Plampa58556	K12495
Plampa283467	K02732
Plampa2332	K09001
Plampa84918	K07677
Plampa358243	K24027
Plampa5686	K03833
Plampa141154	K03810
Plampa75867	K01251
Plampa262382	K12860
Plampa40843	K10436
Plampa6987	K14302
Plampa221004	K00002
Plampa31005	K03070
Plampa115181	K15026
Plampa113769	K01363
Plampa139401	K24175
Plampa16322	K04440
Plampa266635	K21424
Plampa99002	K04678
Plampa355778	K02945
Plampa353799	K09499
Plampa4108	K24739
Plampa1892	K08635
Plampa8981	K20161
Plampa36855	K13125
Plampa80221	K16727
Plampa80941	K08770
Plampa137323	K09560
Plampa58579	K11884
Plampa140050	K01265
Plampa1377	K14327
Plampa11196	K13125
Plampa3889	K04539
Plampa132086	K00051
Plampa9096	K12820
Plampa26130	K06619
Plampa317451	K24175
Plampa134627	K08794
Plampa349890	K17730
Plampa55113	K15437
Plampa211854	K10380
Plampa263532	K00337
Plampa34016	K12611
Plampa58416	K23901
Plampa52403	K09849
Plampa258898	K00024
Plampa35998	K05110
Plampa51745	K17264
Plampa347456	K17744
Plampa72956	K16197
Plampa170481	K17988
Plampa11402	K15283
Plampa79922	K07953
Plampa72216	K07508
Plampa40589	K17751
Plampa15645	K01832
Plampa310805	K03686
Plampa10756	K14545
Plampa1518	K06095
Plampa7327	K23390
Plampa280512	K14807
Plampa75953	K15283
Plampa1870	K03174
Plampa214903	K13806
Plampa265405	K22068
Plampa27524	K21770
Plampa2768	K02211
Plampa352578	K10352
Plampa161096	K19897
Plampa60941	K10443
Plampa1502	K18080
Plampa30740	K04615
Plampa240093	K14286
Plampa47949	K07374
Plampa31103	K24470
Plampa3278	K10628
Plampa51861	K18273
Plampa101114	K03094
Plampa111659	K19919
Plampa68370	K12882
Plampa50592	K07937
Plampa89202	K19801
Plampa38801	K22614
Plampa85155	K01875
Plampa178182	K13024
Plampa182939	K01836
Plampa50466	K05012
Plampa349329	K01539
Plampa335338	K01738
Plampa15895	K10455
Plampa25632	K01578
Plampa19935	K08867
Plampa222556	K04936
Plampa37471	K09420
Plampa310125	K14006
Plampa172916	K06237
Plampa6414	K15503
Plampa121	K16726
Plampa218269	K05034
Plampa22973	K00810
Plampa352990	K11165
Plampa184106	K23025
Plampa166906	K15377
Plampa261856	K05850
Plampa44052	K02112
Plampa135354	K03671
Plampa45627	K01937
Plampa316983	K14559
Plampa345688	K03941
Plampa345375	K21440
Plampa40950	K14720
Plampa322756	K13789
Plampa131396	K03100
Plampa109754	K01624
Plampa331754	K03231
Plampa105088	K21444
Plampa183056	K08738
Plampa7099	K23978
Plampa256958	K14004
Plampa8717	K10407
Plampa82882	K17804
Plampa29579	K04012
Plampa10125	K17341
Plampa236990	K02112
Plampa56791	K20051
Plampa255171	K11434
Plampa52873	K05906
Plampa18665	K10104
Plampa2670	K02725
Plampa221981	K23295
Plampa257622	K09640
Plampa221634	K16931
Plampa14434	K17613
Plampa67033	K17336
Plampa117572	K07901
Plampa19183	K07890
Plampa130438	K04077
Plampa347078	K00289
Plampa78957	K12382
Plampa603	K06237
Plampa5571	K01444
Plampa280609	K05768
Plampa117128	K09506
Plampa344395	K14802
Plampa23233	K01322
Plampa151638	K01230
Plampa210118	K14617
Plampa84218	K08770
Plampa69491	K03426
Plampa111511	K04984
Plampa47571	K04714
Plampa227670	K06195
Plampa84320	K09848
Plampa74569	K03283
Plampa120031	K10408
Plampa164234	K03453
Plampa123419	K17751
Plampa53419	K01195
Plampa166085	K01868
Plampa350530	K08869
Plampa226948	K12198
Plampa87927	K04615
Plampa76001	K03627
Plampa213531	K24272
Plampa54477	K13341
Plampa3213	K11098
Plampa147289	K18465
Plampa10471	K03424
Plampa86578	K05110
Plampa303209	K07834
Plampa47293	K08906
Plampa125309	K08867
Plampa24873	K10693
Plampa309868	K02875
Plampa119720	K19355
Plampa111780	K02947
Plampa85097	K09487
Plampa128543	K10415
Plampa118519	K01365
Plampa133376	K04505
Plampa51906	K01275
Plampa113972	K03541
Plampa344788	K01279
Plampa67630	K20280
Plampa6566	K13138
Plampa255900	K17095
Plampa44075	K01014
Plampa262090	K09495
Plampa63469	K01362
Plampa25345	K19636
Plampa13973	K07497
Plampa46441	K16629
Plampa172104	K09500
Plampa112116	K07198
Plampa216333	K09355
Plampa69907	K09848
Plampa45153	K22614
Plampa7740	K12319
Plampa122938	K09414
Plampa12377	K12567
Plampa223168	K10408
Plampa76215	K19867
Plampa13999	K23289
Plampa218787	K05768
Plampa72805	K12591
Plampa213138	K08507
Plampa64835	K12670
Plampa114851	K15178
Plampa268648	K06795
Plampa176012	K12353
Plampa223677	K21772
Plampa181523	K12818
Plampa38903	K24660
Plampa265378	K15177
Plampa21381	K05849
Plampa120212	K11430
Plampa74533	K00648
Plampa258351	K15109
Plampa15858	K09848
Plampa356283	K10158
Plampa77880	K09495
Plampa5718	K00784
Plampa190386	K03403
Plampa319587	K03417
Plampa364451	K13504
Plampa121068	K02873
Plampa265912	K01893
Plampa14645	K18033
Plampa349298	K03253
Plampa26607	K05117
Plampa1917	K13122
Plampa62379	K07374
Plampa1325	K20177
Plampa21959	K07497
Plampa352500	K01456
Plampa11187	K03881
Plampa33736	K14692
Plampa5863	K03172
Plampa80458	K05349
Plampa21991	K09848
Plampa349214	K02540
Plampa163667	K03113
Plampa3570	K07497
Plampa41361	K08451
Plampa179812	K02995
Plampa4853	K00135
Plampa344302	K13037
Plampa9876	K02906
Plampa83842	K05863
Plampa64494	K22614
Plampa32635	K02934
Plampa134955	K08202
Plampa318755	K12462
Plampa127378	K08059
Plampa15968	K00485
Plampa42542	K02127
Plampa121312	K15111
Plampa132800	K21398
Plampa71858	K01696
Plampa20352	K24419
Plampa303763	K19347
Plampa219597	K00558
Plampa134409	K12189
Plampa136963	K06756
Plampa277612	K01915
Plampa12714	K00161
Plampa172347	K04508
Plampa225877	K04564
Plampa357776	K01834
Plampa36419	K08779
Plampa12656	K06545
Plampa230135	K07941
Plampa20014	K09419
Plampa130505	K01074
Plampa275107	K05841
Plampa138053	K11724
Plampa5399	K15369
Plampa319646	K13575
Plampa8728	K20865
Plampa45072	K15502
Plampa89856	K02880
Plampa255212	K13886
Plampa97179	K02998
Plampa9423	K06760
Plampa67978	K22262
Plampa121347	K00099
Plampa178496	K14555
Plampa174225	K02938
Plampa310190	K01069
Plampa190941	K09499
Plampa97441	K00079
Plampa78862	K18585
Plampa168605	K04602
Plampa39363	K05692
Plampa93914	K03251
Plampa33405	K07048
Plampa28897	K07374
Plampa110505	K10586
Plampa9403	K09228
Plampa142240	K03255
Plampa311494	K05665
Plampa15288	K04615
Plampa347171	K09699
Plampa124862	K24205
Plampa15462	K24047
Plampa16971	K13249
Plampa8482	K08764
Plampa304685	K14190
Plampa6082	K14850
Plampa131284	K01854
Plampa217308	K24768
Plampa126997	K00033
Plampa54529	K15686
Plampa19853	K18038
Plampa10837	K16669
Plampa100267	K24687
Plampa101687	K17275
Plampa1926	K11649
Plampa13876	K21415
Plampa13121	K02256
Plampa34656	K23820
Plampa18076	K07893
Plampa258347	K20221
Plampa86725	K15102
Plampa10574	K23002
Plampa354712	K04079
Plampa33303	K03139
Plampa219110	K07512
Plampa189174	K14826
Plampa1219	K01895
Plampa211560	K00253
Plampa48574	K12035
Plampa1058	K15559
Plampa4660	K10396
Plampa66187	K10409
Plampa115417	K06063
Plampa144682	K01647
Plampa317591	K01672
Plampa482	K17341
Plampa2319	K07752
Plampa12326	K05094
Plampa11967	K06763
Plampa83845	K01204
Plampa33782	K15502
Plampa355804	K01411
Plampa121888	K13239
Plampa214497	K12382
Plampa88592	K08790
Plampa3198	K15292
Plampa932	K04442
Plampa69541	K04418
Plampa11025	K06276
Plampa12030	K15332
Plampa126223	K14050
Plampa301380	K17964
Plampa261537	K13289
Plampa301093	K09479
Plampa153743	K05668
Plampa67759	K10583
Plampa137627	K00338
Plampa78701	K20989
Plampa6362	K04043
Plampa37243	K14497
Plampa302851	K01244
Plampa366771	K02953
Plampa88622	K00030
Plampa214748	K05759
Plampa5323	K21198
Plampa10692	K10380
Plampa168359	K07299
Plampa349856	K02132
Plampa346114	K11660
Plampa227927	K00889
Plampa71260	K12035
Plampa17634	K09839
Plampa228676	K05699
Plampa79830	K02174
Plampa260876	K01647
Plampa214954	K11140
Plampa20378	K10442
Plampa31466	K00249
Plampa172640	K20223
Plampa179102	K06103
Plampa145603	K03834
Plampa323017	K17987
Plampa356310	K11885
Plampa37269	K12603
Plampa12213	K22859
Plampa353557	K09582
Plampa318897	K11584
Plampa12204	K14398
Plampa9805	K01870
Plampa228850	K01537
Plampa5266	K21989
Plampa2867	K17871
Plampa195265	K17659
Plampa131047	K09493
Plampa38839	K11647
Plampa5037	K10735
Plampa350509	K05841
Plampa44366	K08057
Plampa67888	K09180
Plampa371254	K08802
Plampa371282	K22125
Plampa212354	K17458
Plampa780	K08738
Plampa74236	K04040
Plampa314965	K09606
Plampa79775	K23286
Plampa370857	K06233
Plampa49904	K08915
Plampa359468	K03248
Plampa101678	K03364
Plampa369069	K20526
Plampa42312	K09624
Plampa7986	K08369
Plampa28768	K13566
Plampa58729	K17499
Plampa169670	K10839
Plampa2396	K05858
Plampa46712	K09531
Plampa30772	K10864
Plampa101665	K18754
Plampa552	K06051
Plampa143491	K19306
Plampa7254	K01874
Plampa62279	K06158
Plampa315932	K05034
Plampa214759	K08489
Plampa45511	K03686
Plampa314056	K14353
Plampa18728	K12035
Plampa4368	K03177
Plampa105929	K11279
Plampa1047	K14286
Plampa15553	K09487
Plampa57103	K00411
Plampa351134	K08853
Plampa71343	K08907
Plampa5599	K00963
Plampa23247	K17341
Plampa3575	K00816
Plampa37030	K04077
Plampa126277	K22614
Plampa92261	K19801
Plampa33998	K09257
Plampa363387	K01379
Plampa85812	K24523
Plampa185904	K07376
Plampa140029	K03235
Plampa76935	K01881
Plampa1270	K13356
Plampa38358	K09571
Plampa2158	K14016
Plampa43417	K00615
Plampa39660	K17637
Plampa23610	K07494
Plampa4244	K06114
Plampa8356	K07497
Plampa49014	K08770
Plampa304487	K14167
Plampa322041	K21442
Plampa618	K13811
Plampa133078	K19721
Plampa40948	K02940
Plampa310082	K13800
Plampa4211	K20306
Plampa9201	K12132
Plampa142	K10728
Plampa11317	K18273
Plampa82032	K07374
Plampa2890	K09228
Plampa149275	K02926
Plampa98526	K02883
Plampa94218	K01052
Plampa7035	K02259
Plampa120773	K07817
Plampa3713	K22565
Plampa257020	K02984
Plampa78980	K10408
Plampa188424	K02937
Plampa185808	K02883
Plampa15839	K21440
Plampa369513	K23624
Plampa346919	K22614
Plampa347764	K08864
Plampa268986	K18550
Plampa179509	K02875
Plampa35670	K03251
Plampa255906	K01230
Plampa309191	K04646
Plampa5076	K00953
Plampa5270	K20121
Plampa213071	K06641
Plampa219210	K09114
Plampa8680	K10084
Plampa117198	K01110
Plampa10537	K16343
Plampa51487	K08907
Plampa2132	K22938
Plampa9872	K10380
Plampa1548	K15979
Plampa316454	K01638
Plampa6492	K07497
Plampa1504	K19022
Plampa270907	K04513
Plampa219688	K07897
Plampa307891	K11718
Plampa7301	K18666
Plampa35197	K03321
Plampa212403	K00831
Plampa15335	K10422
Plampa15012	K13126
Plampa36847	K07497
Plampa303334	K04552
Plampa303102	K07942
Plampa53740	K10664
Plampa262034	K04514
Plampa339873	K01256
Plampa3766	K12353
Plampa209654	K02214
Plampa114309	K01802
Plampa19934	K00108
Plampa111913	K04353
Plampa34089	K10400
Plampa1931	K24141
Plampa210770	K00336
Plampa56989	K03242
Plampa346225	K23820
Plampa41351	K10573
Plampa91491	K11427
Plampa56476	K09486
Plampa74560	K19198
Plampa168706	K01400
Plampa110632	K00815
Plampa76921	K04547
Plampa223196	K14396
Plampa232313	K04460
Plampa262342	K23624
Plampa374198	K20792
Plampa119950	K17751
Plampa354720	K00106
Plampa55497	K06084
Plampa6100	K19511
Plampa9846	K08252
Plampa4733	K06271
Plampa229426	K02934
Plampa6710	K25168
Plampa82182	K00281
Plampa82953	K16197
Plampa115713	K04646
Plampa30743	K03027
Plampa91338	K01537
Plampa320149	K00456
Plampa242870	K04506
Plampa3917	K12164
Plampa9614	K24790
Plampa30224	K20123
Plampa213226	K01902
Plampa239144	K17751
Plampa182341	K08056
Plampa244492	K01358
Plampa9394	K12375
Plampa333229	K14297
Plampa41500	K01530
Plampa245306	K11647
Plampa136572	K04417
Plampa316070	K17509
Plampa97190	K18263
Plampa9853	K16288
Plampa106979	K11465
Plampa256450	K17618
Plampa26673	K10636
Plampa4287	K06580
Plampa125493	K00249
Plampa1627	K12488
Plampa85567	K14016
Plampa112085	K03237
Plampa273504	K01006
Plampa5699	K09402
Plampa26296	K12948
Plampa54000	K03065
Plampa21440	K01698
Plampa58908	K03094
Plampa348984	K03942
Plampa100648	K11262
Plampa122966	K04077
Plampa88848	K03283
Plampa125431	K14410
Plampa269819	K13133
Plampa95771	K11844
Plampa215664	K08322
Plampa268344	K21059
Plampa169586	K10085
Plampa74539	K02209
Plampa51067	K19527
Plampa3546	K07890
Plampa14957	K10380
Plampa16210	K11445
Plampa214839	K00287
Plampa241952	K00814
Plampa306128	K00658
Plampa60388	K10165
Plampa351624	K13026
Plampa9158	K03264
Plampa365611	K15289
Plampa348239	K10534
Plampa63403	K03031
Plampa210140	K02870
Plampa266661	K18037
Plampa202147	K08794
Plampa2462	K11869
Plampa1582	K23837
Plampa2689	K24387
Plampa308506	K10575
Plampa76095	K00234
Plampa25666	K01187
Plampa57003	K22614
Plampa3535	K20125
Plampa261572	K02492
Plampa106996	K03061
Plampa353574	K03678
Plampa12596	K14311
Plampa361497	K15109
Plampa218323	K03237
Plampa347635	K11339
Plampa306883	K05868
Plampa130689	K02739
Plampa12610	K10960
Plampa1051	K19526
Plampa153867	K11968
Plampa15238	K03065
Plampa987	K13806
Plampa36807	K12646
Plampa70819	K07497
Plampa581	K01186
Plampa348282	K11655
Plampa30516	K10591
Plampa128906	K08568
Plampa312334	K03232
Plampa172555	K00162
Plampa36246	K10418
Plampa4526	K13696
Plampa19595	K19199
Plampa272712	K22470
Plampa4702	K19904
Plampa338736	K00059
Plampa10905	K08867
Plampa326198	K08495
Plampa209513	K01090
Plampa107919	K07304
Plampa174915	K02873
Plampa353828	K17751
Plampa131606	K15498
Plampa31546	K15100
Plampa319862	K11884
Plampa57975	K08867
Plampa255998	K07146
Plampa216600	K12323
Plampa135435	K01714
Plampa126916	K04440
Plampa226868	K01972
Plampa15123	K10382
Plampa25506	K01897
Plampa139086	K18674
Plampa178587	K03038
Plampa217904	K02886
Plampa563	K14775
Plampa121641	K01866
Plampa53635	K00406
Plampa225443	K03253
Plampa3374	K07752
Plampa64092	K22390
Plampa12678	K04427
Plampa351375	K11152
Plampa10162	K08870
Plampa1267	K13912
Plampa118619	K20121
Plampa130170	K04077
Plampa123436	K20989
Plampa70163	K13412
Plampa33894	K09489
Plampa71773	K00688
Plampa108384	K01540
Plampa33771	K21480
Plampa119511	K19636
Plampa125400	K11455
Plampa3029	K20045
Plampa65919	K04393
Plampa601	K18463
Plampa100737	K09229
Plampa91861	K07874
Plampa63689	K10752
Plampa234627	K00948
Plampa70678	K00910
Plampa63725	K00799
Plampa63499	K01802
Plampa117458	K01649
Plampa161	K10799
Plampa25485	K01803
Plampa176491	K01507
Plampa2795	K13421
Plampa309876	K15121
Plampa6520	K16075
Plampa212747	K11279
Plampa361863	K11648
Plampa78844	K21440
Plampa4128	K01858
Plampa56456	K01870
Plampa142603	K01626
Plampa13975	K06269
Plampa355841	K04739
Plampa100233	K01953
Plampa32860	K05691
Plampa3366	K01528
Plampa34909	K01183
Plampa17575	K00920
Plampa56382	K08909
Plampa15332	K10300
Plampa57027	K03320
Plampa315100	K04535
Plampa143731	K01006
Plampa44856	K02155
Plampa353912	K06530
Plampa99792	K03950
Plampa19135	K13275
Plampa225619	K08582
Plampa37123	K04615
Plampa45388	K04958
Plampa130775	K14557
Plampa74302	K11253
Plampa332423	K09228
Plampa344770	K03235
Plampa111106	K01373
Plampa136262	K03163
Plampa32136	K12447
Plampa41036	K11481
Plampa30278	K12567
Plampa70484	K14822
Plampa5540	K14820
Plampa3415	K15516
Plampa168509	K07942
Plampa316229	K11168
Plampa275109	K04043
Plampa130415	K23495
Plampa83037	K13510
Plampa5269	K17307
Plampa270576	K14312
Plampa167520	K05768
Plampa134421	K15424
Plampa68292	K20416
